編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
1890,扣,U+6263,URO,1-482A,A6A9,6,手
1891,扦,U+6266,URO,2-2247,C9E7,6,手
1892,扭,U+626D,URO,1-4A43,A7E1,7,手
1893,扮,U+626E,URO,1-4A4C,A7EA,7,手
1894,扯,U+626F,URO,1-4A4A,A7E8,7,手
1895,扱,U+6271,URO,2-242F,CAED,7,手
1896,扲,U+6272,URO,2-2437,CAF5,7,手
1897,扳,U+6273,URO,1-4A48,A7E6,7,手
1898,扴,U+6274,URO,2-2438,CAF6,7,手
1899,扶,U+6276,URO,1-4A41,A7DF,7,手
1900,扷,U+6277,URO,2-2435,CAF3,7,手
1901,批,U+6279,URO,1-4A47,A7E5,7,手
1902,扼,U+627C,URO,1-4A45,A7E3,7,手
1903,扽,U+627D,URO,2-2436,CAF4,7,手
1904,找,U+627E,URO,1-4A46,A7E4,7,手
1905,承,U+627F,URO,1-4D55,A9D3,8,手
1906,技,U+6280,URO,1-4A40,A7DE,7,手
1907,抁,U+6281,URO,2-2433,CAF1,7,手
1908,抂,U+6282,URO,3-262A,,7,手
1909,抄,U+6284,URO,1-4A3D,A7DB,7,手
1910,抅,U+6285,URO,3-2637,,7,手
1911,抉,U+6289,URO,1-4A42,A7E0,7,手
1912,把,U+628A,URO,1-4A44,A7E2,7,手
1913,抋,U+628B,URO,3-262F,,7,手
1914,抌,U+628C,URO,2-242A,CAE8,7,手
1915,抐,U+6290,URO,4-2439,,7,手
1916,抑,U+6291,URO,1-4A4F,A7ED,7,手
1917,抒,U+6292,URO,1-4A49,A7E7,7,手
1918,抓,U+6293,URO,1-4A4E,A7EC,7,手
1919,抔,U+6294,URO,2-242D,CAEB,7,手
1920,投,U+6295,URO,1-4A4D,A7EB,7,手
1921,抗,U+6297,URO,1-4A3E,A7DC,7,手
1922,折,U+6298,URO,1-4A4B,A7E9,7,手
1923,抨,U+62A8,URO,1-4D63,A9E1,8,手
1924,抩,U+62A9,URO,2-267D,CCBE,8,手
1925,披,U+62AB,URO,1-4D5E,A9DC,8,手
1926,抬,U+62AC,URO,1-4D71,A9EF,8,手
1927,抰,U+62B0,URO,2-267E,CCBF,8,手
1928,抱,U+62B1,URO,1-4D6C,A9EA,8,手
1929,抴,U+62B4,URO,2-2673,CCB4,8,手
1930,抵,U+62B5,URO,1-4D6A,A9E8,8,手
1931,抸,U+62B8,URO,2-2721,CCC0,8,手
1932,抹,U+62B9,URO,1-4D5B,A9D9,8,手
1933,抺,U+62BA,URO,3-2925,,8,手
1934,押,U+62BC,URO,1-4D65,A9E3,8,手
1935,抽,U+62BD,URO,1-4D64,A9E2,8,手
1936,抾,U+62BE,URO,2-2675,CCB6,8,手
1937,抿,U+62BF,URO,1-4D59,A9D7,8,手
1938,拁,U+62C1,URO,3-2932,,8,手
1939,拂,U+62C2,URO,1-4D5A,A9D8,8,手
1940,拄,U+62C4,URO,1-4D58,A9D6,8,手
1941,担,U+62C5,URO,3-2933,,8,手
1942,拆,U+62C6,URO,1-4D70,A9EE,8,手
1943,拇,U+62C7,URO,1-4D68,A9E6,8,手
1944,拈,U+62C8,URO,1-4D62,A9E0,8,手
1945,拉,U+62C9,URO,1-4D56,A9D4,8,手
1946,拊,U+62CA,URO,2-2678,CCB9,8,手
1947,拋,U+62CB,URO,1-4D61,A9DF,8,手
1948,拌,U+62CC,URO,1-4D57,A9D5,8,手
1949,拍,U+62CD,URO,1-4D69,A9E7,8,手
1950,拎,U+62CE,URO,1-4D72,A9F0,8,手
1951,拐,U+62D0,URO,1-4D66,A9E4,8,手
1952,拑,U+62D1,URO,2-2674,CCB5,8,手
1953,拒,U+62D2,URO,1-4D5C,A9DA,8,手
1954,拓,U+62D3,URO,1-4D5F,A9DD,8,手
1955,拔,U+62D4,URO,1-4D60,A9DE,8,手
1956,拖,U+62D6,URO,1-4D6E,A9EC,8,手
1957,拗,U+62D7,URO,1-4D6F,A9ED,8,手
1958,拘,U+62D8,URO,1-4D6D,A9EB,8,手
1959,拙,U+62D9,URO,1-4D67,A9E5,8,手
1960,拚,U+62DA,URO,1-4D6B,A9E9,8,手
1961,招,U+62DB,URO,1-4D5D,A9DB,8,手
1962,拜,U+62DC,URO,1-5138,ABF4,9,手
1963,拝,U+62DD,URO,3-2930,,8,手
1964,拫,U+62EB,URO,2-2A5B,CEDA,9,手
1965,括,U+62EC,URO,1-5144,AC41,9,手
1966,拭,U+62ED,URO,1-513C,ABF8,9,手
1967,拮,U+62EE,URO,1-513E,ABFA,9,手
1968,拯,U+62EF,URO,1-5143,AC40,9,手
1969,拱,U+62F1,URO,1-5141,ABFD,9,手
1970,拳,U+62F3,URO,1-5553,AEB1,10,手
1971,拴,U+62F4,URO,1-5146,AC43,9,手
1972,拶,U+62F6,URO,2-2A60,CEDF,9,手
1973,拷,U+62F7,URO,1-5142,ABFE,9,手
1974,拹,U+62F9,URO,2-2A5C,CEDB,9,手
1975,拼,U+62FC,URO,1-513B,ABF7,9,手
1976,拾,U+62FE,URO,1-5145,AC42,9,手
1977,拿,U+62FF,URO,1-5555,AEB3,10,手
1978,持,U+6301,URO,1-513D,ABF9,9,手
1979,挂,U+6302,URO,1-5148,AC45,9,手
1980,挃,U+6303,URO,2-2A5A,CED9,9,手
1981,指,U+6307,URO,1-5140,ABFC,9,手
1982,挈,U+6308,URO,1-5554,AEB2,10,手
1983,按,U+6309,URO,1-513A,ABF6,9,手
1984,挌,U+630C,URO,2-2A5E,CEDD,9,手
1985,挏,U+630F,URO,2-2A5D,CEDC,9,手
1986,挐,U+6310,URO,2-2F34,D1B2,10,手
1987,挑,U+6311,URO,1-5147,AC44,9,手
1988,挓,U+6313,URO,2-2A62,CEE1,9,手
1989,挔,U+6314,URO,2-2A63,CEE2,9,手
1990,挕,U+6315,URO,2-2A65,CEE4,9,手
1991,挖,U+6316,URO,1-5139,ABF5,9,手
1992,挨,U+6328,URO,1-5563,AEC1,10,手
1993,挩,U+6329,URO,2-2F40,D1BE,10,手
1994,挪,U+632A,URO,1-5561,AEBF,10,手
1995,挫,U+632B,URO,1-5562,AEC0,10,手
1996,挭,U+632D,URO,2-2F46,D1C4,10,手
1997,振,U+632F,URO,1-5558,AEB6,10,手
1998,挱,U+6331,URO,3-3135,,10,手
1999,挲,U+6332,URO,2-354A,D566,11,手
2000,挳,U+6333,URO,2-2F48,D1C6,10,手
2001,挵,U+6335,URO,3-3138,,10,手
2002,挶,U+6336,URO,2-2F39,D1B7,10,手
2003,挷,U+6337,URO,3-3137,,10,手
2004,挹,U+6339,URO,2-2F3C,D1BA,10,手
2005,挺,U+633A,URO,1-555E,AEBC,10,手
2006,挼,U+633C,URO,2-2F3F,D1BD,10,手
2007,挽,U+633D,URO,1-5560,AEBE,10,手
2008,挾,U+633E,URO,1-5557,AEB5,10,手
2009,捀,U+6340,URO,2-2F4D,D1CB,10,手
2010,捅,U+6345,URO,2-2F38,D1B6,10,手
2011,捆,U+6346,URO,1-555B,AEB9,10,手
2012,捉,U+6349,URO,1-555D,AEBB,10,手
2013,捋,U+634B,URO,2-2F3D,D1BB,10,手
2014,捌,U+634C,URO,1-5565,AEC3,10,手
2015,捍,U+634D,URO,1-5564,AEC2,10,手
2016,捎,U+634E,URO,1-5556,AEB4,10,手
2017,捏,U+634F,URO,1-555C,AEBA,10,手
2018,捐,U+6350,URO,1-555F,AEBD,10,手
2019,捒,U+6352,URO,3-312E,,10,手
2020,捔,U+6354,URO,2-2F44,D1C2,10,手
2021,捕,U+6355,URO,1-5559,AEB7,10,手
2022,捗,U+6357,URO,2-2F4C,D1CA,10,手
2023,捘,U+6358,URO,2-2F43,D1C1,10,手
2024,捙,U+6359,URO,2-2F45,D1C3,10,手
2025,捝,U+635D,URO,3-3136,,10,手
2026,捥,U+6365,URO,2-354B,D567,11,手
2027,捦,U+6366,URO,3-3631,,11,手
2028,捧,U+6367,URO,1-5A5B,B1B7,11,手
2029,捨,U+6368,URO,1-5A6F,B1CB,11,手
2030,捩,U+6369,URO,1-5A6E,B1CA,11,手
2031,捫,U+636B,URO,1-5A63,B1BF,11,手
2032,捭,U+636D,URO,2-355D,D579,11,手
2033,捱,U+6371,URO,1-5A5E,B1BA,11,手
2034,捲,U+6372,URO,1-5A56,B1B2,11,手
2035,捵,U+6375,URO,2-355B,D577,11,手
2036,捶,U+6376,URO,1-5F4D,B4A8,12,手
2037,捷,U+6377,URO,1-5A5A,B1B6,11,手
2038,捺,U+637A,URO,1-5A70,B1CC,11,手
2039,捻,U+637B,URO,1-5A6D,B1C9,11,手
2040,捼,U+637C,URO,2-355F,D57B,11,手
2041,捽,U+637D,URO,2-354E,D56A,11,手
2042,捾,U+637E,URO,3-357C,,11,手
2043,掀,U+6380,URO,1-5A6C,B1C8,11,手
2044,掂,U+6382,URO,2-354D,D569,11,手
2045,掃,U+6383,URO,1-5A61,B1BD,11,手
2046,掄,U+6384,URO,1-5A65,B1C1,11,手
2047,掇,U+6387,URO,2-3557,D573,11,手
2048,授,U+6388,URO,1-5A66,B1C2,11,手
2049,掉,U+6389,URO,1-5A60,B1BC,11,手
2050,掊,U+638A,URO,2-354C,D568,11,手
2051,掌,U+638C,URO,1-5F3F,B478,12,手
2052,排,U+6392,URO,1-5A6A,B1C6,11,手
2053,掔,U+6394,URO,2-3B75,D952,12,手
2054,掖,U+6396,URO,1-5A57,B1B3,11,手
2055,掗,U+6397,URO,2-3553,D56F,11,手
2056,掘,U+6398,URO,1-5A5C,B1B8,11,手
2057,掙,U+6399,URO,1-5A67,B1C3,11,手
2058,掛,U+639B,URO,1-5A62,B1BE,11,手
2059,掜,U+639C,URO,2-355C,D578,11,手
2060,掝,U+639D,URO,2-3552,D56E,11,手
2061,掞,U+639E,URO,2-3550,D56C,11,手
2062,掠,U+63A0,URO,1-5A54,B1B0,11,手
2063,採,U+63A1,URO,1-5A68,B1C4,11,手
2064,探,U+63A2,URO,1-5A58,B1B4,11,手
2065,掣,U+63A3,URO,1-5F3E,B477,12,手
2066,接,U+63A5,URO,1-5A59,B1B5,11,手
2067,控,U+63A7,URO,1-5A55,B1B1,11,手
2068,推,U+63A8,URO,1-5A64,B1C0,11,手
2069,掩,U+63A9,URO,1-5A5F,B1BB,11,手
2070,措,U+63AA,URO,1-5A5D,B1B9,11,手
2071,掬,U+63AC,URO,1-5A69,B1C5,11,手
2072,掮,U+63AE,URO,2-355E,D57A,11,手
2073,掰,U+63B0,URO,2-3B77,D954,12,手
2074,掱,U+63B1,URO,2-3B76,D953,12,手
2075,掽,U+63BD,URO,2-354F,D56B,11,手
2076,揀,U+63C0,URO,1-5F41,B47A,12,手
2077,揆,U+63C6,URO,1-5F44,B47D,12,手
2078,揇,U+63C7,URO,2-3C30,D96B,12,手
2079,揈,U+63C8,URO,2-3C33,D96E,12,手
2080,揉,U+63C9,URO,1-5F43,B47C,12,手
2081,揋,U+63CB,URO,2-3C32,D96D,12,手
2082,揌,U+63CC,URO,2-3C31,D96C,12,手
2083,揍,U+63CD,URO,1-5F45,B47E,12,手
2084,描,U+63CF,URO,1-5F40,B479,12,手
2085,提,U+63D0,URO,1-5F48,B4A3,12,手
2086,插,U+63D2,URO,1-5F46,B4A1,12,手
2087,揕,U+63D5,URO,2-3C24,D95F,12,手
2088,揖,U+63D6,URO,1-5F4A,B4A5,12,手
2089,揘,U+63D8,URO,2-3C2D,D968,12,手
2090,揙,U+63D9,URO,2-3C36,D971,12,手
2091,揚,U+63DA,URO,1-5F52,B4AD,12,手
2092,換,U+63DB,URO,1-5F50,B4AB,12,手
2093,揜,U+63DC,URO,2-3C2B,D966,12,手
2094,揞,U+63DE,URO,3-3B67,,12,手
2095,揟,U+63DF,URO,2-3C28,D963,12,手
2096,揠,U+63E0,URO,2-3C22,D95D,12,手
2097,握,U+63E1,URO,1-5F49,B4A4,12,手
2098,揢,U+63E2,URO,3-3B66,,12,手
2099,揣,U+63E3,URO,1-5F47,B4A2,12,手
2100,揤,U+63E4,URO,2-2F3B,D1B9,10,手
2101,揪,U+63EA,URO,1-5F4F,B4AA,12,手
2102,揫,U+63EB,URO,2-4321,DD79,13,手
2103,揬,U+63EC,URO,4-3760,,12,手
2104,揭,U+63ED,URO,1-5F4B,B4A6,12,手
2105,揮,U+63EE,URO,1-5F4C,B4A7,12,手
2106,揰,U+63F0,URO,2-3C34,D96F,12,手
2107,揲,U+63F2,URO,2-3C25,D960,12,手
2108,揳,U+63F3,URO,2-3B7E,D95B,12,手
2109,援,U+63F4,URO,1-5F4E,B4A9,12,手
2110,揶,U+63F6,URO,2-3C23,D95E,12,手
2111,揹,U+63F9,URO,1-5F53,B4AE,12,手
2112,揻,U+63FB,URO,14-5F4E,,12,手
2113,搉,U+6409,URO,2-4324,DD7C,13,手
2114,搊,U+640A,URO,2-4337,DDB1,13,手
2115,損,U+640D,URO,1-6434,B76C,13,手
2116,搏,U+640F,URO,1-6431,B769,13,手
2117,搐,U+6410,URO,2-4322,DD7A,13,手
2118,搒,U+6412,URO,2-4323,DD7B,13,手
2119,搓,U+6413,URO,1-642A,B762,13,手
2120,搔,U+6414,URO,1-6433,B76B,13,手
2121,搕,U+6415,URO,2-432A,DDA4,13,手
2122,搖,U+6416,URO,1-6436,B76E,13,手
2123,搙,U+6419,URO,3-4138,,13,手
2124,搜,U+641C,URO,1-6432,B76A,13,手
2125,搝,U+641D,URO,3-413E,,13,手
2126,搞,U+641E,URO,1-642C,B764,13,手
2127,搟,U+641F,URO,2-4329,DDA3,13,手
2128,搡,U+6421,URO,2-4340,DDBA,13,手
2129,搢,U+6422,URO,2-432E,DDA8,13,手
2130,搣,U+6423,URO,2-432F,DDA9,13,手
2131,搤,U+6424,URO,2-4326,DD7E,13,手
2132,搥,U+6425,URO,2-433A,DDB4,13,手
2133,搦,U+6426,URO,2-4331,DDAB,13,手
2134,搧,U+6427,URO,2-433B,DDB5,13,手
2135,搨,U+6428,URO,2-4333,DDAD,13,手
2136,搩,U+6429,URO,3-413D,,13,手
2137,搪,U+642A,URO,1-642D,B765,13,手
2138,搬,U+642C,URO,1-6430,B768,13,手
2139,搭,U+642D,URO,1-642E,B766,13,手
2140,搰,U+6430,URO,2-4332,DDAC,13,手
2141,搵,U+6435,URO,2-4335,DDAF,13,手
2142,搶,U+6436,URO,1-6435,B76D,13,手
2143,搼,U+643C,URO,3-4142,,13,手
2144,搽,U+643D,URO,1-642F,B767,13,手
2145,摀,U+6440,URO,2-4339,DDB3,13,手
2146,摁,U+6441,URO,2-4334,DDAE,13,手
2147,摃,U+6443,URO,2-4328,DDA2,13,手
2148,摎,U+644E,URO,2-4A4C,E1E5,14,手
2149,摑,U+6451,URO,1-6878,BA51,14,手
2150,摒,U+6452,URO,1-5F51,B4AC,12,手
2151,摔,U+6454,URO,1-6873,BA4C,14,手
2152,摕,U+6455,URO,3-467E,,14,手
2153,摖,U+6456,URO,3-4724,,14,手
2154,摘,U+6458,URO,1-6872,BA4B,14,手
2155,摛,U+645B,URO,2-4A42,E1DB,14,手
2156,摝,U+645D,URO,2-4A43,E1DC,14,手
2157,摞,U+645E,URO,2-4A4E,E1E7,14,手
2158,摟,U+645F,URO,1-6876,BA4F,14,手
2159,摠,U+6460,URO,2-4A52,E1EB,14,手
2160,摢,U+6462,URO,3-4721,,14,手
2161,摧,U+6467,URO,1-6879,BA52,14,手
2162,摩,U+6469,URO,1-6C77,BCAF,15,手
2163,摭,U+646D,URO,1-687B,BA54,14,手
2164,摮,U+646E,URO,2-5054,E5AD,15,手
2165,摯,U+646F,URO,1-6C78,BCB0,15,手
2166,摱,U+6471,URO,3-4722,,14,手
2167,摳,U+6473,URO,2-4A47,E1E0,14,手
2168,摵,U+6475,URO,2-4A49,E1E2,14,手
2169,摶,U+6476,URO,2-4A45,E1DE,14,手
2170,摷,U+6477,URO,2-4A5A,E1F3,14,手
2171,摸,U+6478,URO,1-6875,BA4E,14,手
2172,摹,U+6479,URO,1-6C79,BCB1,15,手
2173,摺,U+647A,URO,1-6877,BA50,14,手
2174,摻,U+647B,URO,1-687C,BA55,14,手
2175,摼,U+647C,URO,3-467B,,14,手
2176,撂,U+6482,URO,2-4A4D,E1E6,14,手
2177,撅,U+6485,URO,2-5058,E5B1,15,手
2178,撆,U+6486,URO,3-4C38,,15,手
2179,撇,U+6487,URO,1-6871,BA4A,14,手
2180,撈,U+6488,URO,1-6C7C,BCB4,15,手
2181,撋,U+648B,URO,2-505C,E5B5,15,手
2182,撍,U+648D,URO,3-4C30,,15,手
2183,撎,U+648E,URO,3-4C2F,,15,手
2184,撏,U+648F,URO,2-505B,E5B4,15,手
2185,撐,U+6490,URO,1-6C7D,BCB5,15,手
2186,撑,U+6491,URO,3-4C3B,,15,手
2187,撒,U+6492,URO,1-6D25,BCBB,15,手
2188,撓,U+6493,URO,1-6D22,BCB8,15,手
2189,撕,U+6495,URO,1-6D23,BCB9,15,手
2190,撙,U+6499,URO,1-6D2B,BCC1,15,手
2191,撚,U+649A,URO,1-6D29,BCBF,15,手
2192,撞,U+649E,URO,1-6C7A,BCB2,15,手
2193,撟,U+649F,URO,2-5060,E5B9,15,手
2194,撠,U+64A0,URO,2-5057,E5B0,15,手
2195,撤,U+64A4,URO,1-6874,BA4D,14,手
2196,撥,U+64A5,URO,1-6D21,BCB7,15,手
2197,撨,U+64A8,URO,3-4C34,,15,手
2198,撩,U+64A9,URO,1-6D24,BCBA,15,手
2199,撫,U+64AB,URO,1-6D28,BCBE,15,手
2200,撬,U+64AC,URO,1-6D2A,BCC0,15,手
2201,播,U+64AD,URO,1-6D27,BCBD,15,手
2202,撮,U+64AE,URO,1-6D26,BCBC,15,手
2203,撰,U+64B0,URO,1-6C7E,BCB6,15,手
2204,撲,U+64B2,URO,1-6C7B,BCB3,15,手
2205,撳,U+64B3,URO,1-6D2D,BCC3,15,手
2206,撻,U+64BB,URO,1-7061,BED8,16,手
2207,撼,U+64BC,URO,1-7062,BED9,16,手
2208,撿,U+64BF,URO,1-7068,BEDF,16,手
2209,擁,U+64C1,URO,1-705F,BED6,16,手
2210,擂,U+64C2,URO,1-7066,BEDD,16,手
2211,擃,U+64C3,URO,2-5736,E9AB,16,手
2212,擄,U+64C4,URO,1-7064,BEDB,16,手
2213,擅,U+64C5,URO,1-705E,BED5,16,手
2214,擇,U+64C7,URO,1-7065,BEDC,16,手
2215,擉,U+64C9,URO,2-5733,E9A8,16,手
2216,擊,U+64CA,URO,1-7364,C0BB,17,手
2217,擋,U+64CB,URO,1-7060,BED7,16,手
2218,操,U+64CD,URO,1-7067,BEDE,16,手
2219,擎,U+64CE,URO,1-7363,C0BA,17,手
2220,擐,U+64D0,URO,2-5731,E9A6,16,手
2221,擒,U+64D2,URO,1-7069,BEE0,16,手
2222,擔,U+64D4,URO,1-706A,BEE1,16,手
2223,擖,U+64D6,URO,2-5730,E9A5,16,手
2224,擗,U+64D7,URO,2-572F,E9A4,16,手
2225,擘,U+64D8,URO,1-7365,C0BC,17,手
2226,據,U+64DA,URO,1-7063,BEDA,16,手
2227,擛,U+64DB,URO,2-5737,E9AC,16,手
2228,擠,U+64E0,URO,1-7366,C0BD,17,手
2229,擢,U+64E2,URO,1-736B,C0C2,17,手
2230,擤,U+64E4,URO,2-5C77,ECEC,17,手
2231,擦,U+64E6,URO,1-7368,C0BF,17,手
2232,擧,U+64E7,URO,3-576D,,18,手
2233,擪,U+64EA,URO,3-576C,,18,手
2234,擫,U+64EB,URO,2-5C76,ECEB,17,手
2235,擬,U+64EC,URO,1-7369,C0C0,17,手
2236,擰,U+64F0,URO,1-7367,C0BE,17,手
2237,擱,U+64F1,URO,1-736A,C0C1,17,手
2238,擲,U+64F2,URO,1-7645,C259,18,手
2239,擳,U+64F3,URO,2-5738,E9AD,16,手
2240,擴,U+64F4,URO,1-7644,C258,18,手
2241,擸,U+64F8,URO,2-6160,EFD4,18,手
2242,擺,U+64FA,URO,1-7648,C25C,18,手
2243,擼,U+64FC,URO,2-6163,EFD7,18,手
2244,擽,U+64FD,URO,2-615F,EFD3,18,手
2245,擾,U+64FE,URO,1-7646,C25A,18,手
2246,攀,U+6500,URO,1-7838,C36B,19,手
2247,攃,U+6503,URO,2-6162,EFD6,18,手
2248,攄,U+6504,URO,2-615E,EFD2,18,手
2249,攆,U+6506,URO,1-7647,C25B,18,手
2250,攉,U+6509,URO,2-6550,F245,19,手
2251,攋,U+650B,URO,3-5A3A,,19,手
2252,攎,U+650E,URO,2-6552,F247,19,手
2253,攏,U+650F,URO,1-7839,C36C,19,手
2254,攑,U+6511,URO,3-5E31,,20,手
2255,攔,U+6514,URO,1-796F,C464,20,手
2256,攕,U+6515,URO,2-6879,F44D,20,手
2257,攘,U+6518,URO,1-796E,C463,20,手
2258,攙,U+6519,URO,1-7970,C465,20,手
2259,攜,U+651C,URO,1-7A6D,C4E2,21,手
2260,攝,U+651D,URO,1-7A6C,C4E1,21,手
2261,攞,U+651E,URO,3-5F4A,,22,手
2262,攢,U+6522,URO,2-6D51,F6E3,22,手
2263,攣,U+6523,URO,1-7C37,C5CB,23,手
2264,攤,U+6524,URO,1-7B61,C575,22,手
2265,攪,U+652A,URO,1-7C39,C5CD,23,手
2266,攬,U+652C,URO,1-7C5F,C5F3,24,手
2267,支,U+652F,URO,1-4545,A4E4,4,支
2268,收,U+6536,URO,1-482D,A6AC,6,攴
2269,攸,U+6538,URO,1-4A53,A7F1,7,攴
2270,改,U+6539,URO,1-4A51,A7EF,7,攴
2271,攻,U+653B,URO,1-4A52,A7F0,7,攴
2272,放,U+653E,URO,1-4D73,A9F1,8,攴
2273,政,U+653F,URO,1-5149,AC46,9,攴
2274,敁,U+6541,URO,2-2A68,CEE7,9,攴
2275,故,U+6545,URO,1-514A,AC47,9,攴
2276,敆,U+6546,URO,2-2F50,D1CE,10,攴
2277,效,U+6548,URO,1-5566,AEC4,10,攴
2278,敉,U+6549,URO,1-5567,AEC5,10,攴
2279,敋,U+654B,URO,3-313D,,10,攴
2280,敏,U+654F,URO,1-5A77,B1D3,11,攴
2281,救,U+6551,URO,1-5A73,B1CF,11,攴
2282,敕,U+6555,URO,1-5A79,B1D5,11,攴
2283,敖,U+6556,URO,1-5A72,B1CE,11,攴
2284,敗,U+6557,URO,1-5A75,B1D1,11,攴
2285,敘,U+6558,URO,1-5A78,B1D4,11,攴
2286,教,U+6559,URO,1-5A74,B1D0,11,攴
2287,敝,U+655D,URO,1-5A71,B1CD,11,攴
2288,敞,U+655E,URO,1-5F54,B4AF,12,攴
2289,敢,U+6562,URO,1-5F56,B4B1,12,攴
2290,散,U+6563,URO,1-5F57,B4B2,12,攴
2291,敦,U+6566,URO,1-5F55,B4B0,12,攴
2292,敧,U+6567,URO,2-3C38,D973,12,攴
2293,敨,U+6568,URO,2-3C3C,D977,12,攴
2294,敬,U+656C,URO,1-6439,B771,13,攴
2295,敱,U+6571,URO,3-4730,,14,攴
2296,敲,U+6572,URO,1-687D,BA56,14,攴
2297,整,U+6574,URO,1-706C,BEE3,16,攴
2298,敵,U+6575,URO,1-6D2E,BCC4,15,攴
2299,敷,U+6577,URO,1-6D2F,BCC5,15,攴
2300,數,U+6578,URO,1-6D30,BCC6,15,攴
2301,斂,U+6582,URO,1-736D,C0C4,17,攴
2302,斃,U+6583,URO,1-736E,C0C5,17,攴
2303,文,U+6587,URO,1-4546,A4E5,4,文
2304,斌,U+658C,URO,2-3C3E,D979,12,文
2305,斐,U+6590,URO,1-5F59,B4B4,12,文
2306,斑,U+6591,URO,1-5F58,B4B3,12,文
2307,斗,U+6597,URO,1-4547,A4E6,4,斗
2308,料,U+6599,URO,1-5568,AEC6,10,斗
2309,斛,U+659B,URO,1-5A7C,B1D8,11,斗
2310,斜,U+659C,URO,1-5A7B,B1D7,11,斗
2311,斟,U+659F,URO,1-643A,B772,13,斗
2312,斡,U+65A1,URO,1-687E,BA57,14,斗
2313,斤,U+65A4,URO,1-4548,A4E7,4,斤
2314,斥,U+65A5,URO,1-4658,A5B8,5,斤
2315,斧,U+65A7,URO,1-4D74,A9F2,8,斤
2316,斫,U+65AB,URO,1-514B,AC48,9,斤
2317,斬,U+65AC,URO,1-5A7D,B1D9,11,斤
2318,斯,U+65AF,URO,1-5F5A,B4B5,12,斤
2319,新,U+65B0,URO,1-643B,B773,13,斤
2320,斲,U+65B2,URO,2-5068,E5C1,15,斤
2321,斵,U+65B5,URO,3-546B,,17,斤
2322,斷,U+65B7,URO,1-764B,C25F,18,斤
2323,方,U+65B9,URO,1-4549,A4E8,4,方
2324,於,U+65BC,URO,1-4D75,A9F3,8,方
2325,施,U+65BD,URO,1-514C,AC49,9,方
2326,斾,U+65BE,URO,3-2C77,,9,方
2327,旁,U+65C1,URO,1-5569,AEC7,10,方
2328,旄,U+65C4,URO,2-2F53,D1D1,10,方
2329,旅,U+65C5,URO,1-556A,AEC8,10,方
2330,旆,U+65C6,URO,2-2F51,D1CF,10,方
2331,旋,U+65CB,URO,1-5B21,B1DB,11,方
2332,旌,U+65CC,URO,1-5B22,B1DC,11,方
2333,族,U+65CF,URO,1-5A7E,B1DA,11,方
2334,旗,U+65D7,URO,1-6921,BA58,14,方
2335,既,U+65E2,URO,1-514D,AC4A,9,无
2336,日,U+65E5,URO,1-454A,A4E9,4,日
2337,旦,U+65E6,URO,1-4659,A5B9,5,日
2338,旨,U+65E8,URO,1-482F,A6AE,6,日
2339,早,U+65E9,URO,1-482E,A6AD,6,日
2340,旬,U+65EC,URO,1-4830,A6AF,6,日
2341,旭,U+65ED,URO,1-4831,A6B0,6,日
2342,旮,U+65EE,URO,2-224F,C9EE,6,日
2343,旯,U+65EF,URO,2-224E,C9ED,6,日
2344,旱,U+65F1,URO,1-4A54,A7F2,7,日
2345,旺,U+65FA,URO,1-4D76,A9F4,8,日
2346,旻,U+65FB,URO,2-272A,CCC9,8,日
2347,昀,U+6600,URO,1-4D7D,A9FB,8,日
2348,昂,U+6602,URO,1-4D7B,A9F9,8,日
2349,昃,U+6603,URO,2-272B,CCCA,8,日
2350,昆,U+6606,URO,1-4D7A,A9F8,8,日
2351,昇,U+6607,URO,1-4E23,AA40,8,日
2352,昊,U+660A,URO,1-4E22,A9FE,8,日
2353,昌,U+660C,URO,1-4D79,A9F7,8,日
2354,明,U+660E,URO,1-4D7C,A9FA,8,日
2355,昏,U+660F,URO,1-4D7E,A9FC,8,日
2356,易,U+6613,URO,1-4D78,A9F6,8,日
2357,昔,U+6614,URO,1-4D77,A9F5,8,日
2358,昕,U+6615,URO,1-4E21,A9FD,8,日
2359,星,U+661F,URO,1-5153,AC50,9,日
2360,映,U+6620,URO,1-5150,AC4D,9,日
2361,春,U+6625,URO,1-514E,AC4B,9,日
2362,昧,U+6627,URO,1-5151,AC4E,9,日
2363,昨,U+6628,URO,1-5154,AC51,9,日
2364,昭,U+662D,URO,1-514F,AC4C,9,日
2365,是,U+662F,URO,1-5152,AC4F,9,日
2366,昱,U+6631,URO,1-5155,AC52,9,日
2367,昶,U+6636,URO,2-2A6C,CEEB,9,日
2368,昺,U+663A,URO,2-2A75,CEF4,9,日
2369,晁,U+6641,URO,1-5572,AED0,10,日
2370,時,U+6642,URO,1-556B,AEC9,10,日
2371,晃,U+6643,URO,1-556E,AECC,10,日
2372,晉,U+6649,URO,1-556C,AECA,10,日
2373,晌,U+664C,URO,1-5570,AECE,10,日
2374,晏,U+664F,URO,1-556D,AECB,10,日
2375,晒,U+6652,URO,1-556F,AECD,10,日
2376,晚,U+665A,URO,1-5B25,B1DF,11,日
2377,晝,U+665D,URO,1-5B24,B1DE,11,日
2378,晞,U+665E,URO,1-5B29,B1E3,11,日
2379,晟,U+665F,URO,2-2F56,D1D4,10,日
2380,晡,U+6661,URO,2-356C,D5AA,11,日
